age_group,gender,personality_type,habit_name,frequency_per_week,duration_minutes,motivation_level,past_consistency,success_likelihood
Teen,Male,Introvert,Do yoga,3,26,Medium,High,Unlikely
Senior,Other,Extrovert,Do yoga,1,31,High,Medium,Likely
Senior,Other,Extrovert,Sketch something,7,52,Medium,Medium,Unlikely
Teen,Female,Extrovert,Do yoga,4,41,High,Medium,Likely
Adult,Other,Introvert,Read a book,7,15,High,Low,Likely
Adult,Male,Introvert,Cook a new recipe,6,40,Medium,High,Likely
Adult,Female,Introvert,Practice guitar,2,17,Medium,Medium,Unlikely
Teen,Male,Ambivert,Walk the dog,1,36,Medium,High,Likely
Adult,Female,Extrovert,Cook a new recipe,7,12,Medium,Medium,Unlikely
Teen,Female,Introvert,Meditate,2,11,Low,Low,Unlikely
Teen,Male,Extrovert,Meditate,5,47,Medium,Medium,Unlikely
Senior,Other,Introvert,Cook a new recipe,4,47,High,High,Very Likely
Adult,Other,Introvert,Read a book,4,21,High,High,Likely
Teen,Female,Introvert,Walk the dog,5,26,Low,High,Likely
Adult,Male,Extrovert,Practice guitar,2,50,Low,High,Likely
Adult,Male,Ambivert,Do yoga,7,38,Medium,Medium,Unlikely
Senior,Female,Introvert,Meditate,1,24,Low,Low,Unlikely
Adult,Other,Introvert,Meditate,2,57,Medium,Low,Unlikely
Senior,Male,Introvert,Meditate,1,12,Medium,Medium,Unlikely
Teen,Other,Ambivert,Study 1 hour,6,26,Low,Medium,Unlikely
Adult,Other,Extrovert,Read a book,5,31,Low,High,Likely
Teen,Female,Extrovert,Cook a new recipe,3,38,High,Medium,Likely
Adult,Female,Extrovert,Walk the dog,1,25,Low,Low,Unlikely
Teen,Other,Extrovert,Cook a new recipe,4,19,Low,Medium,Unlikely
Adult,Male,Introvert,Study 1 hour,6,9,Low,Medium,Unlikely
Adult,Male,Ambivert,Meditate,4,42,High,Low,Likely
Adult,Female,Introvert,Sketch something,6,21,Medium,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,4,12,High,Medium,Unlikely
Adult,Male,Extrovert,Read a book,2,23,Low,High,Unlikely
Adult,Male,Ambivert,Practice guitar,7,9,Low,High,Likely
Adult,Female,Introvert,Do yoga,2,27,Low,High,Unlikely
Adult,Other,Introvert,Write journal,2,23,Medium,Low,Unlikely
Adult,Male,Extrovert,Walk the dog,7,18,High,Low,Likely
Teen,Female,Introvert,Study 1 hour,6,14,High,High,Very Likely
Senior,Male,Introvert,Practice guitar,6,35,Medium,Medium,Unlikely
Adult,Male,Ambivert,Write journal,7,17,High,Medium,Likely
Senior,Male,Introvert,Practice guitar,4,26,Medium,Medium,Unlikely
Adult,Female,Extrovert,Cook a new recipe,1,41,Medium,Low,Unlikely
Adult,Other,Extrovert,Cook a new recipe,6,43,High,Low,Likely
Teen,Female,Introvert,Meditate,4,14,High,High,Likely
Teen,Other,Extrovert,Go for a run,1,35,Medium,Medium,Unlikely
Senior,Male,Ambivert,Do yoga,7,47,High,Low,Likely
Teen,Other,Ambivert,Read a book,2,39,Medium,Low,Unlikely
Teen,Male,Introvert,Read a book,6,17,High,High,Very Likely
Senior,Male,Introvert,Meditate,3,34,High,Medium,Likely
Teen,Female,Ambivert,Cook a new recipe,2,38,High,Low,Likely
Adult,Male,Extrovert,Meditate,5,40,High,Low,Likely
Senior,Female,Introvert,Sketch something,1,39,High,Low,Likely
Senior,Other,Introvert,Study 1 hour,3,51,Low,Low,Unlikely
Adult,Other,Extrovert,Study 1 hour,2,8,Low,Medium,Unlikely
Teen,Male,Introvert,Walk the dog,6,59,High,High,Very Likely
Senior,Female,Extrovert,Cook a new recipe,3,57,High,Medium,Likely
Senior,Male,Extrovert,Go for a run,4,8,High,High,Likely
Adult,Female,Extrovert,Sketch something,1,51,Medium,Low,Unlikely
Adult,Female,Extrovert,Sketch something,5,10,Low,Medium,Unlikely
Teen,Female,Extrovert,Cook a new recipe,4,59,Medium,High,Likely
Senior,Other,Ambivert,Study 1 hour,3,32,Low,High,Likely
Teen,Female,Extrovert,Write journal,2,34,Low,Low,Unlikely
Teen,Other,Ambivert,Study 1 hour,1,31,High,High,Very Likely
Adult,Female,Extrovert,Walk the dog,6,9,High,High,Very Likely
Senior,Other,Introvert,Walk the dog,5,48,Medium,High,Likely
Senior,Other,Ambivert,Cook a new recipe,2,43,Medium,Low,Unlikely
Senior,Other,Introvert,Do yoga,5,39,High,Medium,Likely
Adult,Male,Extrovert,Do yoga,6,43,High,Low,Likely
Adult,Female,Extrovert,Go for a run,7,48,Low,High,Likely
Adult,Male,Introvert,Do yoga,1,19,Low,High,Unlikely
Adult,Female,Extrovert,Practice guitar,3,23,High,Medium,Unlikely
Adult,Female,Introvert,Practice guitar,5,34,Low,High,Likely
Senior,Male,Extrovert,Read a book,1,42,Medium,Medium,Unlikely
Teen,Other,Extrovert,Practice guitar,5,36,Low,High,Likely
Senior,Female,Ambivert,Write journal,2,44,High,High,Very Likely
Teen,Other,Introvert,Write journal,5,33,Low,Low,Unlikely
Adult,Male,Extrovert,Write journal,7,10,High,Low,Likely
Teen,Other,Introvert,Practice guitar,2,30,Low,Medium,Unlikely
Senior,Female,Ambivert,Go for a run,2,31,Medium,Low,Unlikely
Senior,Female,Introvert,Study 1 hour,1,39,Medium,Medium,Unlikely
Teen,Female,Ambivert,Cook a new recipe,4,32,High,Low,Likely
Adult,Male,Introvert,Meditate,6,9,High,Medium,Likely
Adult,Female,Introvert,Read a book,5,45,High,High,Very Likely
Senior,Male,Ambivert,Walk the dog,3,60,Low,Medium,Unlikely
Teen,Other,Extrovert,Sketch something,2,52,Low,Low,Unlikely
Adult,Female,Extrovert,Walk the dog,4,58,Low,Medium,Unlikely
Adult,Female,Extrovert,Read a book,2,20,Medium,Low,Unlikely
Senior,Female,Introvert,Walk the dog,4,45,High,High,Very Likely
Adult,Other,Introvert,Study 1 hour,4,22,Low,Low,Unlikely
Teen,Female,Extrovert,Walk the dog,3,17,Medium,High,Unlikely
Senior,Male,Introvert,Walk the dog,4,47,High,High,Very Likely
Senior,Other,Introvert,Study 1 hour,3,29,Medium,Low,Unlikely
Teen,Other,Extrovert,Study 1 hour,1,14,High,High,Likely
Senior,Other,Ambivert,Practice guitar,2,33,Low,Low,Unlikely
Adult,Other,Introvert,Study 1 hour,3,14,Medium,Medium,Unlikely
Adult,Other,Introvert,Meditate,6,10,Medium,High,Likely
Teen,Male,Introvert,Do yoga,7,20,Medium,Medium,Unlikely
Adult,Other,Introvert,Meditate,2,29,High,Medium,Unlikely
Teen,Female,Ambivert,Walk the dog,7,48,High,Low,Likely
Teen,Other,Extrovert,Meditate,6,8,Medium,Low,Unlikely
Adult,Other,Introvert,Read a book,5,41,High,High,Very Likely
Teen,Other,Extrovert,Cook a new recipe,6,38,Medium,Low,Unlikely
Adult,Other,Introvert,Do yoga,1,23,Low,Medium,Unlikely
Senior,Other,Ambivert,Cook a new recipe,5,37,Medium,Medium,Unlikely
Senior,Male,Extrovert,Sketch something,5,8,Medium,Medium,Unlikely
Teen,Male,Ambivert,Meditate,4,48,High,High,Very Likely
Adult,Other,Introvert,Cook a new recipe,6,38,High,Low,Likely
Adult,Male,Ambivert,Study 1 hour,4,16,High,Medium,Unlikely
Senior,Female,Ambivert,Go for a run,6,35,Low,High,Likely
Senior,Other,Introvert,Go for a run,5,20,Low,Low,Unlikely
Adult,Female,Introvert,Study 1 hour,4,6,Low,Low,Unlikely
Teen,Female,Extrovert,Cook a new recipe,7,53,High,Medium,Likely
Senior,Other,Introvert,Walk the dog,2,6,Medium,High,Unlikely
Teen,Female,Extrovert,Study 1 hour,6,40,Medium,Medium,Unlikely
Teen,Female,Ambivert,Do yoga,6,10,Medium,Medium,Unlikely
Senior,Female,Ambivert,Write journal,4,27,High,High,Likely
Teen,Other,Extrovert,Read a book,6,43,High,Medium,Likely
Teen,Other,Introvert,Walk the dog,5,59,Low,High,Likely
Adult,Female,Introvert,Do yoga,4,51,High,High,Very Likely
Teen,Other,Ambivert,Cook a new recipe,4,56,Medium,Medium,Unlikely
Adult,Other,Extrovert,Walk the dog,3,48,Low,Medium,Unlikely
Senior,Female,Ambivert,Walk the dog,7,41,Low,Low,Unlikely
Senior,Other,Ambivert,Cook a new recipe,7,50,High,Low,Likely
Adult,Male,Introvert,Study 1 hour,3,20,Low,High,Unlikely
Senior,Other,Extrovert,Cook a new recipe,5,47,Low,High,Likely
Teen,Male,Ambivert,Meditate,2,48,High,High,Very Likely
Teen,Female,Introvert,Meditate,6,23,Low,Low,Unlikely
Teen,Other,Ambivert,Read a book,1,53,Medium,Medium,Unlikely
Senior,Female,Ambivert,Go for a run,6,28,High,Medium,Likely
Teen,Female,Introvert,Practice guitar,1,31,Medium,Low,Unlikely
Senior,Female,Introvert,Read a book,7,11,Medium,Medium,Unlikely
Teen,Female,Extrovert,Read a book,5,34,Medium,Medium,Unlikely
Adult,Female,Ambivert,Write journal,2,45,Medium,Medium,Unlikely
Senior,Other,Extrovert,Practice guitar,2,18,Low,Low,Unlikely
Senior,Male,Introvert,Go for a run,2,56,Low,High,Likely
Teen,Other,Introvert,Walk the dog,3,48,High,Medium,Likely
Senior,Other,Ambivert,Practice guitar,5,19,High,Medium,Likely
Senior,Other,Extrovert,Write journal,1,16,Medium,High,Unlikely
Adult,Other,Extrovert,Sketch something,2,57,Medium,Medium,Unlikely
Adult,Male,Ambivert,Read a book,5,57,High,Medium,Likely
Teen,Other,Ambivert,Cook a new recipe,6,33,High,High,Very Likely
Adult,Female,Extrovert,Read a book,1,27,High,Low,Unlikely
Teen,Other,Introvert,Study 1 hour,7,17,High,Low,Likely
Teen,Other,Introvert,Write journal,3,13,Medium,Medium,Unlikely
Teen,Male,Ambivert,Read a book,4,28,High,Medium,Unlikely
Senior,Male,Extrovert,Read a book,1,43,Low,High,Likely
Adult,Female,Extrovert,Practice guitar,7,34,Medium,High,Likely
Teen,Other,Extrovert,Practice guitar,7,5,Low,Medium,Unlikely
Adult,Other,Introvert,Cook a new recipe,7,14,High,Medium,Likely
Teen,Other,Introvert,Do yoga,6,42,Low,Low,Unlikely
Adult,Female,Extrovert,Study 1 hour,1,51,High,Low,Likely
Adult,Male,Extrovert,Cook a new recipe,1,19,Low,Low,Unlikely
Teen,Female,Ambivert,Sketch something,4,13,Medium,Low,Unlikely
Senior,Other,Ambivert,Study 1 hour,2,17,Low,High,Unlikely
Adult,Male,Extrovert,Practice guitar,6,27,Medium,Low,Unlikely
Senior,Male,Extrovert,Read a book,7,37,Low,Low,Unlikely
Senior,Female,Introvert,Walk the dog,4,13,Low,Medium,Unlikely
Teen,Male,Extrovert,Read a book,1,7,Medium,Low,Unlikely
Teen,Male,Ambivert,Go for a run,6,34,Medium,Medium,Unlikely
Teen,Other,Introvert,Cook a new recipe,3,13,High,Medium,Unlikely
Adult,Other,Ambivert,Study 1 hour,1,56,Medium,Low,Unlikely
Teen,Male,Ambivert,Walk the dog,3,29,Medium,Low,Unlikely
Teen,Male,Introvert,Go for a run,5,51,High,Medium,Likely
Adult,Female,Ambivert,Sketch something,3,28,Medium,High,Unlikely
Adult,Female,Extrovert,Read a book,1,36,Medium,Medium,Unlikely
Teen,Male,Ambivert,Do yoga,4,11,Low,High,Unlikely
Teen,Other,Introvert,Write journal,1,40,High,High,Very Likely
Teen,Male,Introvert,Go for a run,1,29,High,Low,Unlikely
Teen,Male,Introvert,Read a book,5,24,Low,Low,Unlikely
Senior,Other,Ambivert,Read a book,7,21,High,Low,Likely
Senior,Other,Extrovert,Study 1 hour,2,58,Low,Low,Unlikely
Teen,Female,Introvert,Study 1 hour,1,40,Medium,Medium,Unlikely
Senior,Female,Extrovert,Do yoga,5,30,High,High,Very Likely
Adult,Female,Introvert,Go for a run,4,23,Medium,Medium,Unlikely
Senior,Female,Extrovert,Practice guitar,5,41,High,High,Very Likely
Senior,Other,Extrovert,Study 1 hour,5,52,Medium,Medium,Unlikely
Teen,Male,Extrovert,Write journal,3,7,High,High,Likely
Senior,Female,Introvert,Read a book,2,47,High,Low,Likely
Senior,Female,Ambivert,Read a book,2,32,Medium,High,Likely
Senior,Other,Ambivert,Sketch something,6,26,Low,Low,Unlikely
Senior,Other,Ambivert,Sketch something,7,51,High,High,Very Likely
Adult,Male,Extrovert,Do yoga,4,23,Low,Medium,Unlikely
Teen,Male,Introvert,Go for a run,6,57,Low,High,Likely
Teen,Other,Extrovert,Meditate,7,60,Low,Medium,Unlikely
Adult,Female,Introvert,Walk the dog,7,50,Low,Medium,Unlikely
Senior,Female,Extrovert,Study 1 hour,5,20,Low,Low,Unlikely
Adult,Female,Introvert,Go for a run,4,60,Low,High,Likely
Senior,Male,Introvert,Read a book,7,10,High,Medium,Likely
Adult,Female,Introvert,Cook a new recipe,4,41,Low,High,Likely
Teen,Female,Extrovert,Sketch something,2,35,High,Low,Likely
Teen,Other,Ambivert,Walk the dog,2,57,High,Low,Likely
Teen,Female,Extrovert,Study 1 hour,2,53,High,High,Very Likely
Senior,Other,Extrovert,Practice guitar,1,52,Medium,Medium,Unlikely
Senior,Female,Introvert,Practice guitar,5,38,Low,Medium,Unlikely
Adult,Male,Introvert,Sketch something,4,35,Medium,Medium,Unlikely
Adult,Female,Ambivert,Go for a run,5,15,Low,High,Likely
Teen,Female,Ambivert,Study 1 hour,7,40,Medium,Medium,Unlikely
Senior,Other,Introvert,Walk the dog,4,10,High,Medium,Unlikely
Adult,Other,Ambivert,Read a book,4,31,Medium,Medium,Unlikely
Senior,Other,Ambivert,Go for a run,6,11,High,Low,Likely
Senior,Female,Introvert,Sketch something,4,53,Medium,Medium,Unlikely
Teen,Female,Extrovert,Do yoga,4,36,Low,High,Likely
Teen,Male,Ambivert,Meditate,3,12,Low,High,Unlikely
Senior,Female,Introvert,Go for a run,3,37,Medium,Medium,Unlikely
Senior,Male,Ambivert,Write journal,6,51,Medium,High,Likely
Senior,Other,Ambivert,Study 1 hour,1,56,Low,High,Likely
Senior,Other,Introvert,Practice guitar,2,48,Medium,Medium,Unlikely
Teen,Other,Ambivert,Write journal,7,19,Medium,Low,Unlikely
Adult,Male,Ambivert,Go for a run,7,59,Low,Medium,Unlikely
Teen,Female,Ambivert,Go for a run,4,31,High,High,Very Likely
Adult,Other,Extrovert,Write journal,5,34,Low,High,Likely
Senior,Female,Extrovert,Do yoga,7,26,Low,Medium,Unlikely
Adult,Female,Ambivert,Write journal,3,51,Medium,High,Likely
Teen,Other,Introvert,Read a book,2,33,Low,Low,Unlikely
Teen,Male,Ambivert,Walk the dog,1,45,Low,Medium,Unlikely
Senior,Female,Ambivert,Write journal,2,52,Medium,High,Likely
Teen,Other,Extrovert,Write journal,4,34,Medium,Low,Unlikely
Senior,Female,Extrovert,Study 1 hour,2,6,High,High,Likely
Teen,Female,Extrovert,Walk the dog,4,19,Low,Low,Unlikely
Teen,Female,Ambivert,Meditate,6,51,High,High,Very Likely
Senior,Female,Ambivert,Write journal,3,31,High,Medium,Likely
Adult,Female,Introvert,Write journal,3,11,High,High,Likely
Teen,Male,Ambivert,Read a book,4,31,High,Medium,Likely
Adult,Male,Ambivert,Practice guitar,5,25,Low,Low,Unlikely
Teen,Other,Extrovert,Read a book,3,17,Low,Low,Unlikely
Teen,Male,Extrovert,Write journal,5,59,Low,High,Likely
Teen,Male,Extrovert,Study 1 hour,4,21,High,Medium,Unlikely
Teen,Male,Extrovert,Read a book,6,15,Medium,Medium,Unlikely
Adult,Female,Extrovert,Study 1 hour,4,14,Low,Low,Unlikely
Adult,Female,Introvert,Walk the dog,6,37,High,Low,Likely
Teen,Other,Introvert,Study 1 hour,7,18,High,High,Very Likely
Teen,Other,Introvert,Do yoga,3,41,High,Low,Likely
Adult,Other,Extrovert,Cook a new recipe,5,12,High,Low,Likely
Senior,Female,Extrovert,Walk the dog,4,37,High,Medium,Likely
Senior,Male,Extrovert,Cook a new recipe,7,11,High,Medium,Likely
Adult,Male,Introvert,Write journal,3,38,Low,Medium,Unlikely
Teen,Female,Extrovert,Write journal,7,11,Medium,Low,Unlikely
Teen,Other,Introvert,Do yoga,6,11,Low,High,Likely
Senior,Other,Extrovert,Go for a run,4,45,Low,High,Likely
Senior,Other,Ambivert,Cook a new recipe,7,58,High,Low,Likely
Adult,Female,Introvert,Read a book,7,40,Low,High,Likely
Senior,Other,Ambivert,Do yoga,6,59,Medium,Low,Unlikely
Adult,Other,Introvert,Walk the dog,2,11,Medium,High,Unlikely
Senior,Female,Extrovert,Meditate,6,24,High,Low,Likely
Senior,Male,Extrovert,Read a book,2,22,Medium,Medium,Unlikely
Senior,Female,Ambivert,Study 1 hour,3,49,High,High,Very Likely
Teen,Female,Extrovert,Write journal,4,47,Medium,Medium,Unlikely
Teen,Female,Introvert,Walk the dog,7,45,Medium,Medium,Unlikely
Teen,Female,Extrovert,Do yoga,3,18,Low,High,Unlikely
Senior,Male,Extrovert,Cook a new recipe,1,44,Medium,Low,Unlikely
Adult,Other,Introvert,Cook a new recipe,6,57,High,Medium,Likely
Adult,Female,Ambivert,Sketch something,3,18,Medium,Medium,Unlikely
Adult,Male,Ambivert,Write journal,3,25,Medium,Low,Unlikely
Adult,Other,Extrovert,Read a book,7,53,Low,Low,Unlikely
Teen,Other,Introvert,Study 1 hour,2,31,High,High,Very Likely
Teen,Other,Ambivert,Study 1 hour,6,50,High,High,Very Likely
Senior,Female,Ambivert,Write journal,2,30,High,Low,Likely
Senior,Female,Extrovert,Sketch something,4,31,Low,Medium,Unlikely
Adult,Other,Introvert,Sketch something,3,28,Medium,Low,Unlikely
Teen,Other,Ambivert,Read a book,6,9,High,High,Very Likely
Adult,Other,Extrovert,Sketch something,3,46,Medium,Medium,Unlikely
Senior,Other,Extrovert,Do yoga,4,42,Medium,Medium,Unlikely
Senior,Other,Extrovert,Sketch something,5,32,Medium,High,Likely
Adult,Other,Extrovert,Cook a new recipe,4,46,Low,Medium,Unlikely
Senior,Male,Ambivert,Practice guitar,2,47,Medium,Low,Unlikely
Adult,Other,Introvert,Go for a run,2,36,Low,High,Likely
Teen,Female,Extrovert,Cook a new recipe,3,28,Low,Medium,Unlikely
Adult,Female,Extrovert,Cook a new recipe,2,10,Low,High,Unlikely
Teen,Female,Ambivert,Meditate,6,14,High,Medium,Likely
Teen,Other,Extrovert,Meditate,4,50,Low,Low,Unlikely
Senior,Female,Extrovert,Write journal,3,56,High,High,Very Likely
Senior,Male,Introvert,Meditate,4,7,Low,Medium,Unlikely
Senior,Other,Extrovert,Write journal,4,11,Low,Low,Unlikely
Adult,Female,Ambivert,Cook a new recipe,3,33,Low,Low,Unlikely
Adult,Male,Introvert,Go for a run,7,38,Low,Low,Unlikely
Senior,Male,Ambivert,Read a book,5,11,Medium,Medium,Unlikely
Adult,Female,Introvert,Read a book,7,21,Medium,Medium,Unlikely
Senior,Male,Introvert,Practice guitar,2,17,Low,Low,Unlikely
Adult,Female,Extrovert,Walk the dog,1,25,Medium,Low,Unlikely
Teen,Male,Extrovert,Read a book,7,35,High,Low,Likely
Teen,Other,Extrovert,Walk the dog,1,13,Medium,Low,Unlikely
Senior,Other,Ambivert,Sketch something,1,49,Medium,Low,Unlikely
Adult,Other,Extrovert,Study 1 hour,2,51,Medium,Medium,Unlikely
Adult,Other,Extrovert,Cook a new recipe,5,17,Low,High,Likely
Teen,Other,Introvert,Go for a run,4,21,High,High,Likely
Teen,Female,Extrovert,Write journal,3,12,Low,High,Unlikely
Senior,Other,Extrovert,Walk the dog,5,13,High,Medium,Likely
Teen,Other,Extrovert,Practice guitar,1,13,Low,High,Unlikely
Senior,Other,Extrovert,Read a book,6,44,Medium,High,Likely
Teen,Other,Introvert,Do yoga,2,52,High,High,Very Likely
Teen,Male,Extrovert,Read a book,7,56,Medium,High,Likely
Adult,Other,Introvert,Meditate,2,34,High,Low,Likely
Teen,Other,Ambivert,Cook a new recipe,7,11,High,Medium,Likely
Teen,Female,Extrovert,Meditate,3,21,Low,High,Unlikely
Senior,Male,Extrovert,Read a book,6,43,Low,Low,Unlikely
Teen,Female,Extrovert,Do yoga,4,42,Medium,High,Likely
Senior,Other,Introvert,Meditate,5,9,Medium,High,Likely
Teen,Female,Extrovert,Go for a run,6,21,High,High,Very Likely
Teen,Female,Extrovert,Meditate,5,44,High,High,Very Likely
Senior,Other,Ambivert,Do yoga,5,5,Low,High,Likely
Adult,Male,Introvert,Meditate,4,20,Low,Low,Unlikely
Senior,Male,Introvert,Walk the dog,4,21,Low,High,Unlikely
Senior,Female,Ambivert,Sketch something,7,34,Low,Low,Unlikely
Senior,Other,Introvert,Write journal,4,35,Low,High,Likely
Adult,Female,Extrovert,Read a book,3,39,High,Medium,Likely
Teen,Female,Extrovert,Walk the dog,2,49,High,Low,Likely
Senior,Female,Ambivert,Write journal,1,12,Medium,High,Unlikely
Senior,Other,Introvert,Sketch something,4,52,High,Low,Likely
Adult,Other,Introvert,Walk the dog,2,60,Low,High,Likely
Senior,Male,Introvert,Practice guitar,7,34,High,High,Very Likely
Teen,Other,Ambivert,Walk the dog,4,43,High,Low,Likely
Adult,Female,Extrovert,Go for a run,1,25,High,High,Likely
Teen,Female,Ambivert,Do yoga,6,19,Medium,High,Likely
Teen,Male,Extrovert,Read a book,4,60,Medium,High,Likely
Adult,Other,Ambivert,Cook a new recipe,2,38,High,High,Very Likely
Senior,Female,Extrovert,Write journal,7,60,High,High,Very Likely
Teen,Male,Introvert,Meditate,7,31,Low,High,Likely
Teen,Male,Introvert,Read a book,3,6,Medium,Low,Unlikely
Teen,Female,Introvert,Cook a new recipe,7,14,Low,Medium,Unlikely
Teen,Female,Ambivert,Sketch something,6,9,Low,High,Likely
Adult,Other,Ambivert,Walk the dog,7,31,High,Low,Likely
Adult,Male,Ambivert,Cook a new recipe,7,8,High,Medium,Likely
Teen,Female,Introvert,Practice guitar,6,51,High,Low,Likely
Senior,Male,Extrovert,Read a book,6,17,Low,Medium,Unlikely
Teen,Other,Introvert,Read a book,1,21,Low,Medium,Unlikely
Senior,Female,Introvert,Read a book,2,25,Low,Medium,Unlikely
Teen,Other,Extrovert,Do yoga,5,27,High,Low,Likely
Senior,Male,Extrovert,Sketch something,7,37,High,Medium,Likely
Teen,Other,Extrovert,Do yoga,5,54,High,High,Very Likely
Senior,Other,Extrovert,Read a book,5,19,Low,High,Likely
Teen,Male,Introvert,Practice guitar,3,18,Low,Medium,Unlikely
Teen,Other,Ambivert,Meditate,4,13,Medium,Medium,Unlikely
Senior,Male,Introvert,Practice guitar,7,48,High,High,Very Likely
Adult,Female,Extrovert,Write journal,4,41,Low,Low,Unlikely
Senior,Male,Ambivert,Sketch something,4,34,Medium,Low,Unlikely
Adult,Male,Ambivert,Walk the dog,3,33,Low,High,Likely
Teen,Female,Introvert,Read a book,5,27,Low,Low,Unlikely
Senior,Male,Introvert,Cook a new recipe,6,38,High,Low,Likely
Senior,Female,Introvert,Meditate,4,59,Medium,Medium,Unlikely
Senior,Female,Ambivert,Walk the dog,6,59,Low,Low,Unlikely
Adult,Male,Ambivert,Study 1 hour,6,11,Medium,High,Likely
Adult,Other,Ambivert,Practice guitar,3,57,Medium,Low,Unlikely
Teen,Other,Extrovert,Meditate,3,13,High,Medium,Unlikely
Adult,Female,Extrovert,Study 1 hour,2,54,Medium,High,Likely
Adult,Other,Introvert,Do yoga,7,8,High,High,Very Likely
Teen,Other,Ambivert,Study 1 hour,4,6,High,High,Likely
Senior,Male,Introvert,Walk the dog,5,60,High,Medium,Likely
Senior,Female,Ambivert,Sketch something,1,31,Medium,High,Likely
Teen,Female,Introvert,Practice guitar,3,37,Low,Medium,Unlikely
Senior,Male,Extrovert,Meditate,6,36,High,Medium,Likely
Adult,Other,Ambivert,Study 1 hour,2,48,Low,Low,Unlikely
Teen,Female,Extrovert,Practice guitar,1,49,Medium,High,Likely
Teen,Other,Ambivert,Meditate,3,50,Low,Low,Unlikely
Teen,Female,Introvert,Meditate,2,41,Low,Low,Unlikely
Senior,Female,Ambivert,Walk the dog,6,31,High,Medium,Likely
Teen,Female,Extrovert,Practice guitar,4,32,High,Low,Likely
Teen,Female,Ambivert,Walk the dog,7,7,High,Low,Likely
Teen,Other,Introvert,Study 1 hour,7,40,Medium,Low,Unlikely
Senior,Other,Ambivert,Write journal,2,53,Low,High,Likely
Adult,Other,Extrovert,Sketch something,3,55,Medium,Low,Unlikely
Teen,Other,Introvert,Write journal,7,47,Medium,Medium,Unlikely
Adult,Male,Extrovert,Go for a run,7,12,Medium,High,Likely
Senior,Female,Ambivert,Read a book,4,48,Medium,Medium,Unlikely
Senior,Female,Extrovert,Write journal,6,54,High,High,Very Likely
Senior,Female,Ambivert,Do yoga,5,54,Low,High,Likely
Senior,Male,Introvert,Sketch something,7,45,High,High,Very Likely
Adult,Other,Extrovert,Read a book,2,41,High,Medium,Likely
Teen,Female,Extrovert,Study 1 hour,1,57,Medium,Low,Unlikely
Senior,Other,Ambivert,Walk the dog,6,53,High,High,Very Likely
Senior,Other,Extrovert,Do yoga,4,49,Low,Medium,Unlikely
Adult,Male,Extrovert,Read a book,6,42,Medium,High,Likely
Adult,Male,Introvert,Read a book,4,60,High,Low,Likely
Senior,Other,Ambivert,Meditate,6,26,Medium,High,Likely
Teen,Female,Ambivert,Go for a run,5,18,Low,Medium,Unlikely
Teen,Female,Introvert,Walk the dog,2,19,Medium,High,Unlikely
Senior,Male,Introvert,Study 1 hour,1,59,High,Medium,Likely
Adult,Male,Ambivert,Practice guitar,7,50,High,Low,Likely
Senior,Male,Introvert,Write journal,5,8,Low,Low,Unlikely
Senior,Male,Introvert,Sketch something,2,22,Low,High,Unlikely
Adult,Male,Introvert,Go for a run,1,5,Medium,Low,Unlikely
Senior,Male,Ambivert,Meditate,6,16,High,Medium,Likely
Senior,Male,Introvert,Meditate,7,58,Low,High,Likely
Senior,Female,Extrovert,Read a book,1,45,Low,Medium,Unlikely
Adult,Male,Extrovert,Cook a new recipe,3,46,High,High,Very Likely
Teen,Male,Ambivert,Write journal,1,57,Low,Medium,Unlikely
Teen,Female,Introvert,Go for a run,2,54,Low,High,Likely
Adult,Female,Extrovert,Read a book,5,21,High,Medium,Likely
Teen,Other,Ambivert,Go for a run,7,23,Low,Medium,Unlikely
Senior,Male,Extrovert,Do yoga,5,40,High,High,Very Likely
Teen,Male,Introvert,Walk the dog,7,52,High,Medium,Likely
Senior,Male,Ambivert,Sketch something,3,11,Medium,Low,Unlikely
Teen,Male,Extrovert,Write journal,2,13,High,Medium,Unlikely
Adult,Other,Ambivert,Meditate,1,12,Low,High,Unlikely
Teen,Female,Extrovert,Cook a new recipe,3,29,Medium,Low,Unlikely
Teen,Female,Extrovert,Study 1 hour,6,11,Medium,Low,Unlikely
Teen,Male,Introvert,Practice guitar,4,46,Low,Medium,Unlikely
Adult,Male,Introvert,Walk the dog,6,12,Medium,Medium,Unlikely
Teen,Male,Extrovert,Write journal,2,28,Low,Medium,Unlikely
Adult,Other,Ambivert,Do yoga,3,21,Medium,Low,Unlikely
Senior,Other,Ambivert,Write journal,5,16,Low,Low,Unlikely
Teen,Female,Introvert,Study 1 hour,3,50,High,Low,Likely
Adult,Male,Extrovert,Sketch something,4,35,High,High,Very Likely
Adult,Male,Introvert,Sketch something,2,16,Medium,High,Unlikely
Teen,Male,Extrovert,Go for a run,3,6,Medium,Medium,Unlikely
Senior,Male,Extrovert,Read a book,7,16,High,High,Very Likely
Adult,Other,Introvert,Sketch something,6,31,Low,High,Likely
Teen,Female,Ambivert,Cook a new recipe,1,50,Medium,Medium,Unlikely
Senior,Female,Introvert,Practice guitar,6,11,High,Medium,Likely
Adult,Other,Extrovert,Do yoga,2,17,Medium,Low,Unlikely
Adult,Male,Introvert,Study 1 hour,3,57,High,Low,Likely
Senior,Female,Ambivert,Meditate,6,40,High,Medium,Likely
